georgian,english
ცხინვალის.,Tskhinvali.
კომპიუტერული ტექნოლოგიებისა და საინჟინრო საქმის ფაკულტეტ.,Faculty of Computer Technologies.
ბერძნული.,Greek.
სეულში.,Seoul.
Koh Rong.,Koh Rong.
სამსახურის.,Service.
Livorno.,Livorno.
Oleo - Mac.,Oleo - Mac.
Eurostar.,Eurostar.
მერი შარპე.,Mary Sharpe.
სევილიაში.,Seville.
სოციალური მედია.,Social Media.
next Post.,Next Post.
BSF.,BSF.
ACCURL.,ACCURL.
Rosslare.,Rosslare.
თიბისი ბანკი.,TBC Bank.
თელავის.,Telavi.
ასოციაცია.,Association.
GYLA.,GYLA.
Subaru.,Subaru.
სადოქტორო.,PhD.
Samsung Galaxy.,Samsung Galaxy.
ჟენევაში.,Geneva.
კრემლის.,Kremlin.
ბანგლადეშის.,Bangladesh.
Alibaba.,Alibaba.
Almeria.,Almeria.
Kawasaki.,Kawasaki.
ოლიმპიური.,Olympic.
დასავლური.,Western.
USMLE.,USMLE.
მერწყული.,Aquarius.
ეთიოპური.,Ethiopian.
რუსეთის ფედერაციის.,the Russian Federation.
ბოლნისის.,Bolnisi.
A380.,A380.
კსუ -ს.,CIU.
კავკასიის საერთაშორისო უნივერსიტეტის.,Caucasus International University.
XP.,XP.
ბორის ჯონსონი.,Boris Johnson.
Taipei.,Taipei.
აბრაამი.,Abraham.
UCL.,UCL.
ERC.,ERC.
ამინდი.,Accurate Weather Forecast.
London.,London.
საქართველ.,Georgia.
ბულგარეთის.,Bulgaria.
Slot Jar.,Slot Jar.
ბაქო.,Baku.
ბრიტანეთის საბჭოს.,the British Council.
ანა.,Anna.
ავღანეთში.,Afghanistan.
NASSAT.,NASSAT.
იტალიური.,Italian.
Hawaii.,Hawaii.
სიმონ.,Simon.
Georgian Airways ასრულებს.,Georgian Airways.
SnapTube.,SnapTube.
მარტვილის.,Martvili.
ხარკოვის.,Kharkiv.
Anna Akhmatova.,Anna Akhmatova.
უნივერსიტეტის.,The University.
Wolf - Garten.,Wolf - Garten.
მონტენეგრო.,Montenegro.
SEC.,SEC.
Jiangsu.,Jiangsu.
GFE.,GFE.
ანდერსონი.,Anderson.
Akhmatova.,Akhmatova.
FM Transmitter და სატელევიზიო.,FM Transmitter TV.
 ამერიკული საბჭოები სამხრეთ.,ARISC.
ჰააგის.,The Hague.
FCA.,FCA.
Catania.,Catania.
Ravenox.,Ravenox.
Virgos.,Virgos.
იტალიურ.,Italian.
დიდი ბრიტანეთ ი.,UK.
კიევი.,Kiev.
გორი.,Gori.
კავკასიის საერთაშორისო უნივერსიტეტი.,Caucasus International University.
კონგოს.,Congo.
Word Press.,Word Press.
Yandex.,Yandex.
ადამის.,Adam.
ბრიტანეთის საბჭოს.,British Council.
Briggs and.,Briggs.
WPC.,WPC.
კენიაში.,Kenya.
GEORGIA.,GEORGIA.
მსოფლიო ბანკის.,the World Bank.
ჭავჭავაძის.,Chavchavadze.
საქართველოს სახალხო დამცველმა.,the Public Defender of Georgia.
ლიბანი.,Lebanon.
Makita.,Makita.
ეკვადორი.,Ecuador.
TDI.,TDI.
ჩიკაგოში.,Chicago.
Google.,Google.
მეორე მსოფლიო ომის.,the Second World War.
ალექსანდრე.,Alexander.
CySEC.,CySEC.
ხარკოვის.,Kharkov.
NDI.,NDI.
CPA.,CPA.
ჯოზეფ.,Joseph.
მორიელი.,Scorpio.
Cagliari.,Cagliari.
კათოლიკური ეკლესია.,the Catholic Church.
ესპერანტოს.,Esperanto.
მეფე.,King.
IFES.,IFES.
ნიკორას.,Nikora.
Swanson.,Swanson.
FSX.,FSX.
ნიკორა.,Nikora.
Mario.,Mario.
Aros ენერგიის.,Aros Energy.
CALAIS.,Calais.
Alicante.,Alicante.
PMP.,PMP.
გორგონში.,Gurgaon.
Jumma მუბარაქის.,Jumma Mubarak.
Ian ERIX.,Ian Erix.
გრიგოლ ნემსაძე.,Grigol Nemsadze.
Yurie BSF.,Yurie BSF.
Morehacks.,Morehacks.
ღამის სასტუმროები და რესტორნები მიმოხილვა.,Nightlife Restaurants and Hotels Review.
FM.,FM.
თბილისს.,Tbilisi.
საფრანგეთსა.,France.
ინდონეზიაში.,Indonesia.
საშობაო.,Christmas.
Zurich.,Zurich.
Arizona.,Arizona.
Satoshi.,Satoshi.
უკრაინული.,Ukrainian.
BALÇIK.,BALÇIK.
ვალენტინობის.,Valentine.
თიბისი.,TBC.
Pfizer.,Pfizer.
Nevada.,Nevada.
სიდნეის.,Sydney.
MIT.,MIT.
Bactefort.,Bactefort.
საქართველოს მოსახლეობის კეთილდღეობის კვლევა 2013.,2013 Welfare Monitoring Survey.
ყაზბეგის.,Kazbegi.
ციმბირის.,Siberian.
WordPress.,WordPress.
CHINA.,CHINA.
Colorado.,Colorado.
Malaga.,Malaga.
Western Union.,Western Union.
გარდაბნის.,Gardabani.
ბერძნები.,Greeks.
Xbox One.,Xbox One.
პერუს.,Peruvian.
QC.,QC.
სამხრეთ.,South.
Antwerp.,Antwerp.
ეკლესია.,Church.
PLC.,PLC.
Metatrader 4.,Metatrader 4.
ოლიმპიური თამაშები.,Olympic Games.
ახალციხეში.,Akhaltsikhe.
Candy Crush.,Candy Crush.
GNC.,GNC.
Nanjing.,Nanjing.
HSK.,HSK.
ამერიკული საბჭოები.,American Councils.
საუკეთეს ო Forex რობოტები.,the Best Forex Robots.
HBU.,HBU.
Delphi.,Delphi.
ექსპერტი მრჩეველი.,Expert Advisor.
Newcastle.,Newcastle.
CNCA.,CNCA.
ლვოვის.,Lviv.
ნათია თურნავა.,Natia Turnava.
Sicily.,Sicily.
YSTAD.,Ystad.
ესპანურ.,Spanish.
Microsoft -,Microsoft.
უნივერსიტეტს.,University.
პარლამენტს.,Parliament.
ბერლინი.,Berlin.
საქართველოს მოსახლეობის კეთილდღეობის კვლევა 2015 ',2015 Welfare Monitoring Survey.
გაერთიანებული სამეფო.,the United Kingdom.
Khmer.,Khmer.
ნაგაზი.,Shepherd.
თურქები.,Turks.
აღმოსავლეთ.,Eastern.
თბილისის საერთაშორისო კინოფესტივალი.,Tbilisi International Film Festival.
მისამართი : http:yoursite tldyour_coppermine_folderdisplayimage.,Circusfans Italia Photo Gallery - Last.
ნიუ იორკში.,New York City.
ავსტრიაში Train.,Austria Train.
ბელგია Train.,Belgium Train.
Microgaming.,Microgaming.
ტომი.,Tom.
ლიტვის.,Lithuanian.
შინაგან საქმეთა სამინისტროს აკადემია.,the Ministry of Internal Affairs of Georgia.
FMUSER.,FMUSER.
New Jersey.,New Jersey.
Dnipropetrovsk.,Dnipropetrovsk.
შინაგან საქმეთა სამინისტროს.,the Ministry of Internal Affairs.
Murray.,Murray.
კატარის.,Qatar.
Dongguan.,Dongguan.
Masteron.,Masteron.
VIP.,VIP.
Guernsey.,Guernsey.
Barbie.,Barbie.
Jack.,Jack.
ბუნების გზა.,Nature ’s Way.
ბელიზი.,Belize.
Cyclades.,Cyclades.
Kaxite.,Kaxite.
Red Hat.,Red Hat.
Civitavecchia.,Civitavecchia.
Rotterdam.,Rotterdam.
ქუთაისშ ი.,Kutaisi.
ინსტიტუტი.,Institute.
ბორჯომი.,Borjomi.
ერაყი.,Iraq.
ქვემო ქართლში.,Kvemo Kartli.
ნიკორას.,Nikora.
DCFTA.,DCFTA.
თერჯოლის.,Terjola.
მუსულმანური.,Muslim.
სახლი.,Residential House.
ITDC.,ITDC.
ცივი ომის.,Cold War.
ფოთში.,Poti.
ებრაული.,Hebrew.
არაბეთის გაერთიანებულ საემიროებში.,the United Arab Emirates.
IOM.,IOM.
კოლეჯის.,College.
ახალი წელი.,the New Year.
ბუდისტური.,Thai.
რუმინეთის.,Romanian.
i Phone.,iPhone.
Webtalk.,Webtalk.
ოსლოში.,Oslo.
სააგენტოს.,Agency.
მაიკლ.,Michael.
სარა.,Sarah.
iOS.,iOS.
სომხები.,Armenians.
მესტია.,Mestia.
YouTube.,YouTube.
GPS.,GPS.
MBA.,MBA.
ევროკავშირი.,The European Union.
IMG.,IMG.
ოქსფორდის.,Oxford.
საუბნო საარჩევნო კომისიების.,PEC.
გიგანტური მთები.,Giant Mountains.
ვაშინგტონის.,Washington.
Android  iOS.,Android  iOS.
ჩინეთში.,china.
Nike.,Nike.
კუბის.,Cuba.
Canton.,Canton.
Instagram.,Instagram.
ვერძი.,Aries.
Protestant.,Protestant.
Taylor Lopes.,Taylor Lee.
Hardy.,Hardy.
Haizhu District.,Haizhu.
IPG.,IPG.
ინოვაციური ტექნოლოგიური გადაწყვეტილებები.,Innovative Technology Solutions.
მადრიდი.,Madrid.
პეკინში.,Beijing.
დავითი.,David.
პორტუგალიაში.,Portugal.
ქართველების.,Georgians.
ნათია თურნავამ.,Natia Turnava.
ლაოსი.,Laos.
Youtube.,Youtube.
EPRC.,EPRC.
Safari.,Safari.
Mozilla.,Mozilla.
გერმანელები.,Germans.
სანტა კლაუსი.,Santa Claus.
ლათინური.,Latin.
ბაჰამის.,Bahamas.
ებრაელი.,Jew.
აღმოსავლეთ ევროპის.,Eastern European.
Jacob.,Jacob.
Lyon.,Lyon.
DC.,DC.
სულიწმინდის.,the Holy Spirit.
მიხეილ Khazin.,Mikhail Khazin.
ნაძალადევის.,Nadzaladevi.
ხმელთაშუა.,Mediterranean.
- საქართველოს.,ENG.
Muscle Pharm.,Muscle Pharm.
საქართველოს სახალხო დამცველი.,The Public Defender of Georgia.
VC.,VC.
დემოკრატები.,Democrats.
საოლქო.,DEC.
ისლამი.,Islam.
სენატის.,Senate.
ახმეტის.,Akhmeta.
P3D.,P3D.
Outlook.,Outlook.
Aberdeen.,Aberdeen.
G20.,G20.
MySQL.,MySQL.
GongYuan.,ShiJi.
BRINDISI.,Brindisi.
ბალნეოლოგიური კურორტი წყალტუბო.,Tskaltubo Medical Wellness Resort.
SUPERFAST Ferries.,Superfast Ferries.
ქრისტიანებს.,Christians.
ევროკავშირი.,the European Union.
